cust_id,pred_prob
1,0.007286546784933001
2,0.013947435079367057
3,0.11353149727682474
4,0.032529660336854775
5,0.07172612293872319
6,0.0022333836490085195
7,0.016825936362321884
8,0.011382434181039106
9,0.047364443507631304
10,0.015212676514544974
11,0.04955216093030015
12,0.02031044313955251
13,0.022059566899765397
14,0.027897885344937767
15,0.002765180017648202
16,0.014344662922819185
17,0.056800129352556586
18,0.021281200682988635
19,0.006390854311251737
20,0.03756373236029659
21,0.0311028047682667
22,0.029358514579061145
23,0.017925753216310365
24,0.02927562922937459
25,0.013089466956798657
26,0.019767437727336086
27,0.0034264204849779123
28,0.009217688547177564
29,0.0908684053710823
30,0.08447604126204235
31,0.001157897854531749
32,0.010336525248645725
33,0.04873221058986132
34,0.0024566585851158165
35,0.02011288916212519
36,0.03117053569289512
37,0.0025869355016240082
38,0.01823985777718207
39,0.014940208788080342
40,0.049711635613205345
41,0.02424304027210289
42,0.002692306065017113
43,0.009097699145600836
44,0.0022572070350739947
45,0.010124313926355693
46,0.005079433717993888
47,0.005100901314568354
48,0.06673723070516988
49,0.012538210937237032
50,0.01247108425320613
51,0.04048351095330115
52,0.007842920056756953
53,0.016832522106737906
54,0.017064873519422843
55,0.01176419380931938
56,0.05399523762429901
57,0.03932191506394026
58,0.016948800876076645
59,0.0037419847465376523
60,0.015311347272999824
61,0.051508310209220295
62,0.003145062867171164
63,0.0061447871664665294
64,0.05456063295182186
65,0.01920302787740621
66,0.005867341546472672
67,0.019109865355949628
68,0.13248933636407578
69,0.12229762101923614
70,0.04884107023384105
71,0.013800443509312579
72,0.01828057738968495
73,0.038016487416395205
74,0.02018840794029738
75,0.002493777628592252
76,0.00401491923410016
77,0.0025820849776399942
78,0.01442777674186026
79,0.006863908249163874
80,0.12986353593997194
81,0.0023939649411522245
82,0.03140335146145388
83,0.022811912869613628
84,0.05105748263518739
85,0.05750057289951786
86,0.02344426816991806
87,0.017191573094482795
88,0.034239675689797806
89,0.07511017246209914
90,0.01567009941768411
91,0.014348992513898576
92,0.03001427025076809
93,0.007741285601124283
94,0.037455070796583
95,0.006418814649317201
96,0.0026597488139218158
97,0.003379585458057158
98,0.030576588748715616
99,0.021557996199483155
100,0.027114449397120332
101,0.03356872294548266
102,0.05860747956141753
103,0.009049937993588409
104,0.0367143338287772
105,0.0032867968431769335
106,0.06247343726839768
107,0.01252695166163364
108,0.20661389558640358
109,0.0062452270610408814
110,0.006131415594759599
111,0.008457150973463829
112,0.07362193456027909
113,0.04423774764804031
114,0.01855544980928007
115,0.006804407202757601
116,0.01119491430041736
117,0.011359507527959497
118,0.00269430413201696
119,0.024281605814421226
120,0.01233616878909293
121,0.0030764854967951965
122,0.19888764362625683
123,0.021763070340539946
124,0.002485451823473655
125,0.0021972995660855393
126,0.06509643323776165
127,0.0025778096233209703
128,0.0018648657399646148
129,0.028281371293793565
130,0.055264284181482326
131,0.0102727391374989
132,0.01919398934408482
133,0.1262680714701972
134,0.19245553434314105
135,0.053599894666599215
136,0.06378260452436678
137,0.04715444027648673
138,0.03897688580344931
139,0.009473107042290794
140,0.02259242969153152
141,0.029394401850804396
142,0.0029632390277759676
143,0.006543327547447991
144,0.012171483432700067
145,0.05520233071832113
146,0.007730527169616035
147,0.00336350131043745
148,0.006958004461861275
149,0.08883229319673656
150,0.023344872607513403
151,0.02053080511277349
152,0.04872819160018692
153,0.02087918636954173
154,0.005385259345519297
155,0.005730600339443555
156,0.09651250911337564
157,0.0661579895068712
158,0.08276571041503164
159,0.007774341041364765
160,0.149012713906645
161,0.051032174475891215
162,0.07345853775509009
163,0.049652157603742954
164,0.11078139654942014
165,0.024535643769914513
166,0.03348800759101473
167,0.046026685188426265
168,0.01003767262424229
169,0.054803186767204484
170,0.0552961863801288
171,0.010621247263255265
172,0.02592390149542111
173,0.06727549113625438
174,0.004424450898671867
175,0.02591813513523076
176,0.008006898710555098
177,0.0034729222692623575
178,0.001577411720680893
179,0.07979677012460118
180,0.0023505616969360637
181,0.02220438092945364
182,0.04567031653867788
183,0.08902787863200758
184,0.00925967588785898
185,0.008438427903166845
186,0.018678024357857093
187,0.07132568214122804
188,0.059327496785155434
189,0.009718147207993683
190,0.019706284899751524
191,0.019236361307279418
192,0.003191818234575171
193,0.004923200717552706
194,0.024427514250618697
195,0.0076966153967077
196,0.014278441084153432
197,0.02480943061483966
198,0.027047658382832945
199,0.008263427664173154
200,0.016437557488232134
201,0.01857288258700735
202,0.019230906269288285
203,0.02388156598674953
204,0.0020550044776569258
205,0.02260239926941206
206,0.00781621757484531
207,0.00613176347561087
208,0.08603485547137989
209,0.019686787828733426
210,0.09116020909642557
211,0.013607146959677593
212,0.01380721049577217
213,0.01064848637612931
214,0.00535519690443222
215,0.09052761880114749
216,0.009370992577424898
217,0.019915627913909825
218,0.056433495180158236
219,0.03702793257907458
220,0.005798283336182175
221,0.051021663970608935
222,0.07596593704283885
223,0.012334277403176908
224,0.0683716823267992
225,0.017770791012329222
226,0.00490810188740038
227,0.09599581878835564
228,0.014744583061027156
229,0.006629967437381004
230,0.007987832908785304
231,0.0015581015822354331
232,0.0370497132865302
233,0.0014453751490671445
234,0.1287709543230816
235,0.05009065805522571
236,0.0038452107788715787
237,0.006477651459503074
238,0.005761727011054367
239,0.029859792224971954
240,0.05478640779033974
241,0.00822607551202904
242,0.08653273844580596
243,0.008718939143895172
244,0.003064608353601824
245,0.02542431125396244
246,0.029071689264397526
247,0.03350395740368967
248,0.02839758060473776
249,0.00394335427520146
250,0.014679462184076838
251,0.05913705893716498
252,0.001591693859189609
253,0.0026768446965549204
254,0.012027532097500925
255,0.048584386598677434
256,0.013176117185082301
257,0.00194413441979672
258,0.04005490784952646
259,0.007108622584712838
260,0.0035398857018708514
261,0.022140428692113422
262,0.00658891345370421
263,0.015881064584868314
264,0.003657993757103842
265,0.0032678646612573406
266,0.09183146009844592
267,0.00696716687617273
268,0.03672974038656727
269,0.002428955340521474
270,0.04079657887635082
271,0.051676247006194775
272,0.003538301058315517
273,0.02790109732034436
274,0.007443613055930676
275,0.012141007746155775
276,0.14681449743508995
277,0.034336381069890884
278,0.008914548313332297
279,0.003063992564059985
280,0.023033101866945037
281,0.011490835109281053
282,0.03366679768768043
283,0.00630127369407579
284,0.017929932415314303
285,0.01066442046754167
286,0.09673187979077798
287,0.0028988599533104893
288,0.09959761319361883
289,0.012283259188863721
290,0.002045790474440858
291,0.04505435788905788
292,0.01623620666571246
293,0.003494434787503627
294,0.014848386168025899
295,0.020004682242077517
296,0.11865774644550753
297,0.011009920030280998
298,0.10265816658890739
299,0.03644781086787338
300,0.00879915752581213
301,0.013974225080039548
302,0.0201619091207458
303,0.027934820776205616
304,0.10200612817044041
305,0.03858808891581218
306,0.07613652528754286
307,0.00958933331958307
308,0.011094860037262465
309,0.02985607098560537
310,0.023727939266184744
311,0.06811870194882279
312,0.009042509299839407
313,0.008426186010863212
314,0.03202657022391657
315,0.002185973783511793
316,0.005076791621333748
317,0.038915463654217275
318,0.0033834762813028905
319,0.04747780303312911
320,0.022411745619365313
321,0.0031981594496217256
322,0.023572302047883197
323,0.0023448832353006356
324,0.0023404779872757643
325,0.06812541021756272
326,0.0013160913617006197
327,0.025955709221236828
328,0.0054973374693711215
329,0.08042674277964082
330,0.011862360244841955
331,0.05679558053640371
332,0.003581563655703116
333,0.004240105662859027
334,0.0069648347901812655
335,0.05244600973245841
336,0.010234961851903309
337,0.002531630981882944
338,0.007594426927242662
339,0.03910034468618736
340,0.03433302255197427
341,0.05386652371099756
342,0.019139339434782736
343,0.028490079228779795
344,0.04051244062420163
345,0.020130481982687087
346,0.02529033237032214
347,0.006968598212152217
348,0.022449706567847737
